Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
D38677404880;GUAINA 40X48 PLASTICA SPIRALATA GRIGIA ART.FP2040 RTA;;4,30;;;;
D387A2010200;GUAINA TUBETTO TIPO A0    S.E.S. HELAVIA;;,02;;;;
D387A2020300;GUAINA TUBETTO TIPO A1    S.E.S. HELAVIA;;,02;;;;
D387A2030400;GUAINA TUBETTO TIPO A2    S.E.S. HELAVIA;;,03;;;;
D387A2050600;GUAINA TUBETTO TIPO A3    S.E.S. HELAVIA;;,04;;;;
D387A2080900;GUAINA TUBETTO TIPO A4    S.E.S. HELAVIA;;,07;;;;
D387A2101100;GUAINA TUBETTO TIPO A5    S.E.S. HELAVIA;;,10;;;;
D38877152100;"GUIDACAVI 1/2"" NERA PN LEGRAND";;3,29;;;;
D388M9121580;GUAINA DOPPIA AGGRAFFATURA INOX304 12 NDX12 TEAFLEX;;6,43;;;;
D388M9141680;GUAINA DAN 13 ACCIAIO ZINCATO A DOPPIA GRAFFATURA TEAFLEX;;180,66;;;;
D388PA000200;GUAINA TERMORESTRINGENTE HSB93  NERA T&B;;26,52;;;;
D388PA000400;GUAINA TERMORESTRINGENTE HSB187 NERA T&B;;11,74;;;;
D388PA000600;GUAINA TERMORESTRINGENTE HSB250 NERA T&B;;27,18;;;;
D388PA000900;GUAINA TERMORESTRINGENTE HSB375 NERA T&B;;11,74;;;;
D388PA001200;GUAINA TERMORESTRINGENTE HSB500 NERA T&B;;26,52;;;;
D392000100;BINARIO ADESIVO RTA-TAPW 990506N CEMBRE;;3,49;;;;
D392A05000;GUIDA ST001 STP;;,47;;;;
D392C00100;GUIDACAVO PLASTICA NERO ELETTRONICA 2R;;,00;;;;
D395A00100;GUIDA 1A BINARIO ADESIVO PER TARGHETTA CUP SABI;ESA;1,60;;;;
D399500100;AGGANCIO X GUIDA TS 35 (068790) WD;;,52;;;;
D399501500;GUIDA TS 15  (1175.0) WD;;1,74;;;;
D399501501;PORTAGUIDA TSTW COD.016400 WEIDMULLER;;,27;;;;
D399501502;PORTAGUIDA TST COD.010170 WEIDMULLER;;,43;;;;
D399503200;GUIDA TS 32  (1228.0) WD;;1,34;;;;
D399503500;GUIDA TS 35  (3834.0) WD;;2,04;;;;
D399503501;GUIDA TS 35X15 023650 WEIDMULLER;;3,65;;;;
D399503502;GUIDA TS 35X7.5/LL 2M/ST/ZN FORATA (051450.0) WEIDMULLER;;2,22;;;GUIDA TS 35X7.5/LL;514500000
D3A00000000;LISTA GR.ACCESSORI D3;;,00;;;;
D3A40000000;RAGGR.MOTORIZZAZIONI;;,00;;;;
D3A40100000;FAM.MOTORIZZ.MIXER;;,00;;;;
D3A40100110;GR.MOT.MIXER COAS.TF600-1000;;,00;;;;
D3A40100112;STGR.FLANGIA SUPERIORE;;731,90;;;;
D3A40100210;GR.MOT.MIXER COAS.TF300-500;;,00;;;;
D3A40100212;STGR.FLANGIA SUPERIORE;;732,19;;;;
D3A40100310;GR.MIXER TURBO-FIX 400SPECI;;437,89;;;;
D3A40100311;STGR.MOTORIZZ M400 NO FRIZ.;;206,19;;;;
D3A40100312;STGR.PALA MIXER ANCORA M400S;;187,31;;;;
D3A40100313;STGR.CARTER MOTOR.M500;;44,40;;;;
D3A40100410;Codice libero;;,00;;;;
D3A40100510;GR.KIT CARTER MIXER TFX1000;;169,21;;;;
D3A40100511;GR.KIT CARTER MIXER TFX1000;;169,21;;;;
D3A40100610;GR.AG.ANCORA T-FIX2000 +;;10,39;;;;
D3A40100611;STGR.PALA MIXER ANCORA;;2,47;;;;
D3A40100612;STGR.MOTOR.PALA ANCORA;;7,93;;;;
D3A4010061C;LISTA CORREDO;;,00;;;;
D3A4010061R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D3A40100710;GR.AG.MAGNET.AMT20 1000/3000L;;,00;;;;
D3A40100711;STGR.PRINCIPALE;;,00;;;;
D3A40100810;GR.PALA TURBO-MIX1000 +;;58,62;;;;
D3A40100811;STGR.PALA COASS.1000 SEZ.TON.;;58,62;;;;
D3A40100910;GR.MOTOR. COAS. TURBO-MIX1000+;;928,49;;;;
D3A40100912;STGR.FLANGIA SUPERIORE;;731,90;;;;
D3A40100914;STGR.ACCOP.MOT. RID.2.2KW 1/40;;,00;;;;
D3A40100915;STGR.ACCOP.MOT. RID.2.2KW 1/20;;,00;;;;
D3A40101010;GR.MIXER M400 FC RASCH CART;;538,26;;;;
D3A40101011;STGR.PALA MIXER;;287,68;;;;
D3A4010101R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D3A40101110;GR.KIT CARTER MIXER TFX2000;;336,05;;;;
D3A40101111;STGR.CARTER;;336,05;;;;
D3A40101210;GR.MIXER PALA COAS.TF2000;;90,76;;;;
D3A40101211;STGR.PALA COASS.;;90,76;;;;
D3A40101310;GR.MIXER PALA COAS.TF1000;;164,70;;;;
D3A40101311;STGR.PALA COASS.1000 SEZ.TON.;;164,70;;;;
D3A40101410;GR.MOT.MIXER CO.TF300-500 3BAR;;1 465,90;;;;
D3A40101411;STGR.MOT.MIXER COAS.TM300-500;;142,78;;;;
D3A40101412;STGR.FLANGIA SUPERIORE;;778,03;;;;
D3A40101415;STGR.CAPP.MOTORI T-FIX 300-500;;132,72;;;;
D3A4010141C;LISTA CORREDO GRUPPO;;,00;;;;
D3A4010141R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D3A40101510;GR.AG.MAGNET.AMO04-AC 10/150L;;,00;;;;
D3A40101511;STGR.PRINCIPALE;;,00;;;;
D3A40101610;GR.MOT.CO.TF300-500 3BAR +;;1 363,50;;;;
D3A40101611;STGR.MOT.MIX COAS.TM300-500+;;173,10;;;;
D3A45000000;RAGGR.CELLE DI CARICO;;,00;;;;
D3A45100000;FAM.CELLE DI CARICO;;,00;;;;
D3A45100110;GR.CELLE CARICO T-FIX FB1000;;54,96;;;;
D3A45100111;STGR.CELLE CARICO T-FIX FB1000;;54,96;;;;
D3A45100210;GR.CELLE CARICO T-FIX FH1760 ATEX;;54,56;;;;
D3A45100211;STGR.CELLE DI CARICO;;54,56;;;;
D3A45100310;GR.CELLE CARICO T-FIX FB1760;;,00;;;;
D3A45100410;GR.CELLE CARICO T-FIX FB1500;;54,56;;;;
D3A45100411;STGR.CELLE CARICO T-FIX;;54,56;;;;
D3A60000000;RAGGR.PIATTAFORME E SCALE;;,00;;;;
D3A60100000;FAM.PIATTAFORME;;,00;;;;
D3A60100110;GR.SOPPALCO T-FIX1000 D3200001;;,00;;;;
D3A60100111;STGR.SOPPALCO TF1000 D3200001;;,00;;;;
D3A60100210;codice libero;;,00;;;;
D3E01000010;M.E.QUAD.T.FIX 300-400-500-600;;122,39;;;;
D3E01000020;M.E. QUADRO T.FIX 1000 DOPPIO;;122,39;;;;
D3E01000030;M.E. QUADRO T.FIX 1200;;122,39;;;;
D3E01000040;M.EL. INV.TRIFASE 400V;;,00;;;;
D3E01000050;M.E. QUADRO T.FIX 1000 2 MESC NEW;;122,39;;;;
D3E03000010;M.E. CASS. REMOT. TURBO-FIX;;22,70;;;;
D3E06000010;M.E. CONVERTITORE PT100;;,00;;;;
D3E06000020;M.E.  CONDUCIBILITA' LAVAGGIO;;,00;;;;
D3G00000000;FAM.GRUPPI ALIMENTAZIONE D3;;,00;;;;
D3G01000000;RAGGR.RECIPIENTI TFIX;;,00;;;;
D3G01100000;FAM.RECIPIENTI VAPORE;;,00;;;;
D3G01100110;GR.RECIPIENTE 400 H2O SPECIALE;;811,62;;;;
D3G01100111;STGR.REC.TF400 PED;;809,26;;;;
D3G01100112;STGR.ROT.DENTI TURBO 250-500;;,61;;;;
D3G01100113;STGR.ROT.ELICA TURBO 250-500;;1,74;;;;
D3G01100210;GR.REC.TF1000 NO TURBO 3 CELLE;;1 349,58;;;;
D3G01100211;STGR.RECIPIENTE;;1 349,58;;;;
D3G01100310;GR.REC. TF1200 AG. MAGNETICO;;278,00;;;;
D3G01100311;STGR.PRINCIPALE;;278,00;;;;
D3G0110031C;LISTA CORREDO;;,00;;;;
D3G01100410;GR.REC.TF2000 R.H2O AG.ANCORA;;766,03;;;;
D3G01100411;STGR.RECIPIENTE;;766,03;;;;
D3G0110041C;LISTA CORREDO;;,00;;;;
D3G0110041R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D3G01100510;GR.REC. TF1000 TURB.DECENTR.;;256,34;;;;
D3G01100511;STGR.RECIPIENTE;;256,34;;;;
D3G01100610;GR.REC.TF2000DEC.4VFY+1VFR+1VR;;1 073,64;;;;
D3G01100611;STGR.RECIPIENTE;;1 073,64;;;;
D3G01100612;"STGR.RUBINETTO 2""";;53,10;;;;
D3G0110061C;LISTA CORREDO;;,00;;;;
D3G0110061R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D3G01100710;GR.REC.PED +1-1 CAMICIA+2;;286,95;;;;
D3G01100711;STGR.REC.TF1000 PED R.VAPORE;;286,95;;;;
D3G01100810;GR.REC.AG.MAGN-.1/0.49 50LITRI;;56,02;;;;
D3G01100811;STGR.PRINCIPALE;;56,02;;;;
D3G0110081C;LISTA CORREDO GRUPPO;;,00;;;;
D3G01200000;FAM.RECIPIENTI RESISTENZE;;,00;;;;
D3M00000000;FAM.GRUPPI MACCHINA D3;;,00;;;;
D3M60000000;RAGGR.TURBO;;,00;;;;
D3M60100000;FAMIGLIA TURBO;;,00;;;;
D3M60100110;GR.TURBO TF600-1000          *;;,00;;;;
D3M60100111;STGR.TURBO TF600-1000;;149,94;;;;
D3M60100120;GR.TURBO TF1000;;163,42;;;;
D3M60100210;GR.TURBO TF250-500;;163,82;;;;
D3M60100211;STGR.TURBO;;133,41;;;;
D3M60100212;STGR.MOT.TURBO;;30,41;;;;
D3M60100310;GR.TURBO TF600-1000 EX;;169,41;;;;
D3M60100311;STGR.MOT.TURBO;;164,41;;;;
D3M60100410;GR.TURBO TF1500-2000         *;;363,78;;;;
D3M60100411;STGR.TURBO;;353,26;;;;
D3M6010041C;LISTA CORREDO;;,00;;;;
D3M6010041R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D3M60100420;GR.TURBO TF1500-2000;;363,78;;;;
D3M60100421;STGR.TURBO;;353,26;;;;
D3M60100510;GR.TURBO MIXER 5500 ATEX     +;;235,48;;;;
D3M60100511;STGR.MOT.TURBO;;90,37;;;;
D3M60100610;GR.TURBO CONICO TF250-500;;39,01;;;;
D3M60100611;STGR.STATORE CONICO;;8,60;;;;
D3M96000000;RAGGR.ARMADI ELETTRICI;;,00;;;;
D3M96100000;FAM.ARMADI ELETTRICI D3;;,00;;;;
D3M96100110;GR.ARMADIO ELETTRICO TURBO FIX;;31,76;;;;
D3M96100111;STGR.ARM.ELETTRICO POSA TFIX;;31,76;;;;
D3M96100210;GR.ARMADIO ELETTRICO T-FIX1000;;858,85;;;;
D3M96100211;STGR.PRINCIPALE;;858,85;;;;
D3M96100310;GR.ARM.ELETTR.VERT.T-FIX2000;;284,39;;;;
D3M96100311;STGR.ARM.ELETTR.VERTICALE;;284,39;;;;
D3M96100410;GR.ARM.ELETTRICO T-FIX H1600;;978,04;;;;
D3M96100411;STGR.PRINCIPALE;;978,04;;;;
D3ZM0000110;ATTR.MTG.CULLA TURBO;;287,17;;;;
D4000000000;FAMIGLIA MACC.BASE D4;;,00;;;;
D4010100010;MACC.BASE TMEK-5             *;;305,68;;;;
D4010100020;MACC.BASE TMEK-5             *;;523,59;;;;
D40101Q5010;MACC.BASE TMEK-500;;2 674,01;;;;
D4010200010;MACC.BASE TMEK-25            *;;1 286,16;;;;
D4010200020;MACC.BASE TMEK-25            *;;1 290,66;;;;
D4010200030;MACC.BASE TMEK-25;;1 365,76;;;;
D4010205010;MACC.BASE TMEK-25;;1 285,81;;;;
D4010206010;MACC.BASE TMEK-30            +;;1 286,16;;;;
D4010300010;MACC.BASE TMEK-50;;4 319,20;;;;
D4010400010;MACC.BASE TMEK-100           *;;1 170,06;;;;
D4010400020;MACC.BASE TMEK-100;;1 105,70;;;;
D4010405020;MACC.BASE TMEK-100 ATEX;;886,98;;;;
D4010500010;MACC.BASE TMEK-150           *;;1 535,90;;;;
D4010500020;MACC.BASE TMEK-150;;1 526,55;;;;
D4010600010;MACC.BASE TMEK-200           *;;1 504,41;;;;
D4010600020;MACC.BASE TMEK-200;;1 439,18;;;;
D4010700010;MACC.BASE TMEK-10            *;;381,07;;;;
D4010700020;MACC.BASE TMEK-10            *;;590,33;;;;
D4010700030;MACC.BASE TMEK-10;;592,39;;;;
D4010705020;MACC.BASE TMEK-15           +*;;590,33;;;;
D4010705030;MACC.BASE TMEK-15            +;;592,39;;;;
D4010800010;MACC.BASE TMEK-300;;435,30;;;;
D4010805010;MACC.BASE TMEK 300 DELOCALIZZATO              +;;973,60;;;;
D4010806010;MACC.BASE TMEK-300 GAMBE     +;;7 936,36;;;;
D4010807010;MACC.BASE TMEK-300 ATEX +;;1 924,89;;;;
D4010850010;TMEK300 CON RICIRCOLO;;398,48;;;;
D4010900010;MACC.BASE TMEK-500;;566,09;;;;
D4010905010;MACC.BASE TMEK-500;;629,23;;;;
D4011000010;MACC.BASE TMEK-600           *;;1 438,23;;;;
D4011000020;MACC.BASE TMEK-600;;1 481,84;;;;
D4011005010;MACC.BASE TMEK600;;1 309,84;;;;
D4011006010;MACC.BASE PHARMAMEK-600;;1 429,49;;;;
D4011007010;MACC.BASE TMEK600 +;;1 481,84;;;;
D4011100010;MACC.BASE TMEK-1000;;2 372,16;;;;
D4011104010;MACC.BASE TMEK-1000-DELOC;;1 993,55;;;;
D4011105010;MACC.BASE TMEK-1000-ATEX;;2 022,82;;;;
D4011106010;MACC.BASE TMEK-1000 MODULAR  *;;1 975,35;;;;
D4011106020;MACC.BASE PHARMAMEK-1000;;1 819,85;;;;
D4011107010;MACC.BASE TMEK-1000 GAMBE    +;;9 362,31;;;;
D4011108010;MA.BASE TMEK-1000 TENSIONE SP+;;2 372,16;;;;
D4011109010;MACC.BASE TMEK-1000 GAMBE T+;;9 525,73;;;;
D4011200010;MACC.BASE TMEK-1500;;1 714,63;;;;
D4011300010;MACC.BASE TMEK-400;;566,09;;;;
D4011305010;MACC.BASE TMEK-400-ATEX;;1 120,99;;;;
D4011400010;MACC.BASE TMEK-2000          *;;1 767,88;;;;
D4011400020;MACC.BASE TMEK-2000          *;;1 795,22;;;;
D4011400030;MACC.BASE TMEK-2000;;2 323,46;;;;
D4011500010;MACC.BASE TMEK-1200;;2 483,42;;;;
D4011600010;MACC.BASE TMEK-3000 ribassato*;;2 816,21;;;;
D4011700010;MACC.BASE TMEK-3000;;2 874,12;;;;
D41010200030;***** NON UTILIZZARE*****;ANN;,00;;;;
D4180049C;CORREDO INCA COSMETICI;;2,48;;;;
D4180050C;LISTA CORREDI;;6,58;;;;
D4190001C;CORREDO ALPOL COSMETIQUE;;98,69;;;;
D4190001R;RICAMBI ALPOL COSMETIQUE;;,00;;;;
D4190005C;CORREDO CHARLOTTE MEENTZEN;;63,63;;;;
D4190006C;LISTA CORREDI;;20,06;;;;
D4190010C;CORREDO LACOTE;;42,47;;;;
D4190015C;CORREDO PERSONAL CARE;;50,66;;;;
D4190016C;CORREDO PERSONAL CARE CONCEPTS;;29,32;;;;
D4190021C;CORREDO FARM. A. SELLA;;40,43;;;;
D4190021R;RICAMBI SELLA;;,00;;;;
D4190022C;LISTA CORREDI;;24,28;;;;
D4190023C;CORREDO SIROS;;46,21;;;;
D4190024C;CORREDO ORF GENETIC-BIOEFFECT;;3,89;;;;
D4190025C;CORREDO ABEILLES SANT�;;52,61;;;;
D4190026C;LISTA CORREDI;;49,71;;;;
D4190028C;LISTA CORREDO;;111,64;;;;
D4190029C;LISTA CORREDI;;50,97;;;;
D4190030C;CORREDO INTERCON - ITALIA;;48,19;;;;
D4190031C;CORREDO FATRO - ITALIA;;39,16;;;;
D4190032C;CORREDO PIERPAOLI - ITALIA;;41,99;;;;
D4190033C;LISTA CORREDI;;113,86;;;;
D4200001C;CORREDO PL BEAUTY COSMETICS;;48,51;;;;
D4200002C;CORREDO SUORE TRAPPISTE;;14,23;;;;
D4200003C;CORREDO REYNALDI;;19,10;;;;
D4200004C;CORREDO  PL BEAUTY COSMETIC -;;19,10;;;;
D4200005C;CORREDO DERMOSFERA;;72,11;;;;
D4200006C;CORREDO FRIDDA DORSCH;;64,15;;;;
D4200007C;CORREDO PREVOST;;33,10;;;;
D4200008C;CORREDO DERMOSFERA;;30,92;;;;
D4200009C;CORREDO PERSONAL CARE;;33,84;;;;
D4200010C;CORREDO ERBOZETA;;51,06;;;;
D4200011C;LISTA CORREDI;;,00;;;;
D4200012C;CORREDO RIEMANN;;2,48;;;;
D4200014C;CORREDO LAB. JUVA;;34,52;;;;
D4200015C;CORREDO  LUCAS MEYER;;55,31;;;;
D4200016C;CORREDO VABEL FRANCIA;;62,44;;;;
D4200017C;LISTA CORREDI;;23,60;;;;
D4200019C;CORREDO FIDIA - ITALIA;;16,69;;;;
D4200020C;CORREDO KIMISCIENCES;;63,26;;;;
D4200021C;CORREDO REYNALDI;;63,26;;;;
D4200022C;CORREDO LAB. ATRAL - PORTOGALL;;35,92;;;;
D4200023C;CORREDI BIONIKA PHARM. - MACED;;29,32;;;;
D4200024C;CORREDO METI BIOSLUTIONS;;64,60;;;;
D4200025C;CORREDO ITALDEVICE;;60,50;;;;
D4200027R;LISTA RICAMBI CONSIGLIATI;;91,37;;;;
D4200028C;LISTA CORREDI;;31,42;;;;
D4200029C;CORREDO JSC FABERLIC - RUSSIA;;36,48;;;;
D4210001C;CORREDO LARICO ITA;;63,57;;;;
D4210002C;CORREDO LARICO ITA;;59,65;;;;
D4210003C;CORREDO;;57,18;;;;
D4210003R;GRUPPO RICAMBI;;230,75;;;;
D4210004C;CORREDO NEWTONE - ROMANIA;;60,87;;;;
D4210004R;GRUPPO RICAMBI;;55,96;;;;
D4210005C;CORREDI VINTAGE MOOD;;78,28;;;;
D4210006C;CORREDO SCENIA (Ungheria);;76,87;;;;
D4210007C;CORREDO BLUEBERRY - ITALIA;;57,66;;;;
D4210008C;CORREDI LABIOTRE - ITALIA;;42,93;;;;
D4210009C;CORREDO FIERA;;47,09;;;;
D4210012C;CORREDO ARMONIE COSMETICA - IT;;57,68;;;;
D4210015C;CORREDO HUILAROME;;68,20;;;;
D4210016C;CORREDO GALA;;66,04;;;;
D4210017C;CORREDO UNITED GROUP MANUF.;;36,37;;;;
D4210018C;CORREDO ERBAGIL - ITALIA;;29,45;;;;
D4210019C;CORREDO HELIA;;25,67;;;;
D4210020C;CORREDO SIMED;;58,26;;;;
D4210020R;RICAMBI SIMED - TUNISIA;;153,23;;;;
D4210021C;CORREDO AMERIGO  - ITALIA;;33,98;;;;
D4210022C;CORREDO NATURETICA BIELLI - IT;;65,69;;;;
D4210023;codifica errata;;,00;;;;
D4210023C;CORREDO FARMAD LAB. FIRENZE;;58,13;;;;
D4210026C;CORREDO KEMINOVA ITALIANA - IT;;26,59;;;;
D4210027C;CORREDI PL BEAUTY COSMETICS;;51,84;;;;
D4210028C;CORREDO LABORATOIRE VABEL;;40,66;;;;
D4210029C;LISTA CORREDI;;164,97;;;;
D4210030C;CORREDO INGLOT - POLONIA;;22,90;;;;
D4210031C;CORREDO INGLOT - POLONIA;;22,90;;;;
D4210032R;LISTA RICAMBI CONSIGLIATI;;725,34;;;;
D4210033C;CORREDI M-LIBERA;;36,48;;;;
D4210034C;CORREDO RINGANA AUSTRIA;;16,97;;;;
D4210035C;CORREDO INTERCON - ITALIA;;29,75;;;;
D4210036C;CORREDI ADRIENNE FELLER;;74,89;;;;
D4210037C;CORREDO ELP;;56,22;;;;
D4210039C;LISTA CORREDI;;,00;;;;
D4210040C;CORREDO CARIN HAIRCOSMETICS;;20,23;;;;
D4210041C;CORREDO SCANDINAVIAN HAIR;;36,02;;;;
D4210042C;CORREDI DOAFARM GROUP;;73,22;;;;
D4210043C;CORREDO ITF-LABOMED - CHILE;;64,10;;;;
D4210043R;GRUPPO RICAMBI ITF;;167,30;;;;
D4210044C;CORREDO KOSAN KOZMETIK;;48,62;;;;
D4210045C;CORREDI MALVA KOZMETIK;;32,05;;;;
D4210047C;CORREDO PDT COSMETICI - ITALIA;;70,33;;;;
D4220001C;CORREDO BONAPACE - ITALIA;;25,33;;;;
D4220002C;CORREDI BLUEBERRY - ITALIA;;45,11;;;;
D4220003C;CORREDO BONAPACE;;26,59;;;;
D4220005C;CORREDO;;28,98;;;;
D4220006C;CORREDO IBSA FARMACEUTICI;;24,16;;;;
D4220006R;RICAMBI IBSA FARMACEUTICI - IT;;,00;;;;
D4220007C;LISTA CORREDI;;27,73;;;;
D4220007R;RICAMBI IBSA FARMACEUTICI ITA;;,00;;;;
D4220008C;LISTA CORREDI;;50,92;;;;
D4220008R;RICAMBI IBSA FARMACEUTICI - IT;;,00;;;;
D4220009C;CORREDI MG IBERICA;;68,20;;;;
D4220009R;GRUPPO RICAMBI;;177,41;;;;
D4220010C;CORREDI MG IBERICA;;68,20;;;;
D4220010R;GRUPPO RICAMBI;;177,41;;;;
D4220011C;CORREDI KOSMOPHARM - MAROCCO;;39,29;;;;
D4220012C;CORREDO G.&P. - ITALIA;;47,07;;;;
D4220012R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D4220013C;CORREDI LAB.CHIMICO SELLA;;74,45;;;;
D4220014C;CORREDO MACCHINA;;34,83;;;;
D4220015C;LISTA CORREDI;;78,51;;;;
D4220016C;CORREDO LUXCOS;;72,66;;;;
D4220016R;GRUPPO RICAMBI;;423,29;;;;
D4220017C;LISTA CORREDI;;61,09;;;;
D4220018C;CORREDO BBRAUN - ITALIA;;,00;;;;
D4220019C;CORREDO FINE FOODS & PHARM. -;;57,62;;;;
D4220020C;LISTA CORREDI;;30,17;;;;
D4220021C;CORREDO RICA - ITALIA;;46,60;;;;
D4220022C;CORREDO RICA - ITALIA;;46,60;;;;
D4220024C;CORREDO PILOGEN - ITALIA;;62,12;;;;
D4220025C;CORREDO FINE FOODS;;46,12;;;;
D4220038C;CORREDO DOAFARM - ITALIA;;40,81;;;;
D4230002C;CORREDO AROMATERAPEUTICKA;;40,21;;;;
D4A00000000;FAMIGLIA ACCESSORI;;,00;;;;
D4A10000000;RAGGR.ACCESSORI BASAMENTI;;,00;;;;
D4A10100000;FAM.ACCESSORI BASAMENTI;;,00;;;;
D4A10100110;GR.ARM.DISLOC.TM300-1000 ATEX;;1 039,62;;;;
D4A10100111;STGR.ARM.DISLOC.TM200-1000 EX;;1 039,62;;;;
D4A10100120;GR.ARM.DISLOC.TM300-1000 ATEX;;312,15;;;;
D4A10100121;STGR.ARM.DISLOC.TM300-1000 EX;;312,15;;;;
D4A10100210;GR.TRALICCIO POMPE REMOTATE;;217,05;;;;
D4A10100211;STGR.TRALICCIO POMPE REMOTATE;;217,05;;;;
D4A10100220;GR.TRAL.POMPE REMOTATE 2 PIANI;;369,71;;;;
D4A10100221;STGR.TRALIC.UTILITIES REMOTATE;;326,16;;;;
D4A10100222;STGR.CASSETTA PNEUMATICA;;43,55;;;;
D4A10100310;GR.CASSETTA VALVOLE PNEUM.;;178,76;;;;
D4A10100311;STGR.PRINCIPALE;;178,76;;;;
D4A10100410;GR.RUOTA BAS.H=102 500KG;;73,51;;;;
D4A10100411;STGR.PRINCIPALE;;73,51;;;;
D4A10100510;GR.UTILITIES TM DISLOCATO;;498,86;;;;
D4A10100511;STGR.TRALICCIO;;498,86;;;;
D4A10100610;GR.SUPPORTO TIL APPESO TM1000;;634,69;;;;
D4A10100611;STGR.SUPPORTO TIL;;522,01;;;;
D4A10100612;STGR.CARTER SUPPORTO TIL;;112,68;;;;
D4A10100710;GR.SUPPORTO TIL APPESO TM300;;598,54;;;;
D4A10100711;STGR.SUPPORTO TIL;;505,03;;;;
D4A10100712;STGR.CARTER SUPPORTO TIL;;93,51;;;;
D4A10100810;GR.UTILITIES TM DISLOCATO +;;289,76;;;;
D4A10100811;STGR.TRALICCIO UTILITIES;;246,21;;;;
D4A10100910;GR.CASSET. VAP+PNEU ISOLA +;;257,24;;;;
D4A10100911;STGR.CASSETTA PNEUMATICA;;257,24;;;;
D4A12000000;RAGGR.CARTERATURE A RICHIESTA;;,00;;;;
D4A12100000;FAM.CARTER GR.TURBINA;;,00;;;;
D4A12100110;GR.CARTER TURBO TM1000;;10,96;;;;
D4A12100111;STGR.CARTER TURBO TM1000;;10,96;;;;
D4A12100210;GR.CARTER TURBO TM5-10;;1,01;;;;
D4A12100211;STGR.CARTER TURBO TM5-10;;1,01;;;;
D4A12100310;GR.CARTER TURBO TM25-50;;1,01;;;;
D4A12100311;STGR.CARTER TURBO TM25-50;;1,01;;;;
D4A12100410;GR.CARTER TURBO TM300-500;;37,22;;;;
D4A12100411;STGR.CARTER TURBO TM300-500;;37,22;;;;
D4A12100510;GR.CARTER TURBO TM100-250;;29,34;;;;
D4A12100511;STGR.CARTER TURBO TM100-250;;29,34;;;;
D4A12100610;GR.CARTER TURBO TM300-500 ATEX;;31,50;;;;
D4A12100611;STGR.CARTER TURBO+SUPPORTI;;31,50;;;;
D4A12100710;GR.CARTER TURBO TM100-250 ATEX;;18,22;;;;
D4A12100711;STGR.CARTER TURBO+SUPPORTI;;18,22;;;;
D4A12200000;FAM.CARTERATURE;;,00;;;;
D4A12200110;GR.CARTER MODUL.TM600/1000 V1*;;18,88;;;;
D4A12200111;STGR.CARTER DX;;6,53;;;;
D4A12200112;STGR.CARTER SX;;12,34;;;;
D4A12200120;GR.CARTER MODUL.TM1000 V1;;52,27;;;;
D4A12200121;STGR.CARTER DX;;6,84;;;;
D4A12200122;STGR.CARTER SX;;45,42;;;;
D4A12200210;GR.CARTER MODUL.TM600 V1;;83,30;;;;
D4A12200211;STGR.CARTER DX;;75,75;;;;
D4A12200212;STGR.CARTER SX;;7,55;;;;
D4A12200310;GR.CARTER.TM1000 SPECIALE +  *;;786,35;;;;
D4A12200311;STGR.CARTER. COLONNA DX;;345,61;;;;
D4A12200312;STGR.CARTER. COLONNA DX;;347,28;;;;
D4A12200313;STGR.PASSAGGIO CAVI E TUBI;;93,46;;;;
D4A12200320;GR.CARTER.TM1000 SPECIALE +;;710,86;;;;
D4A12200321;STGR.CARTER. COLONNA DX;;307,78;;;;
D4A12200322;STGR.CARTER. COLONNA SX;;309,62;;;;
D4A12200410;GR.CARTER.TM300 SPECIALE +;;543,54;;;;
D4A12200411;STGR.CARTER. COLONNA DX;;246,61;;;;
D4A12200412;STGR.CARTER. COLONNA DX;;239,07;;;;
D4A12200413;STGR.PASSAGGIO CAVI E TUBI;;57,85;;;;
D4A12200420;GR.CARTER.TM300 SPECIALE;;554,07;;;;
D4A12200421;STGR.CARTER. COLONNA DX;;251,89;;;;
D4A12200422;STGR.CARTER. COLONNA DX;;244,32;;;;
D4A12200510;GR.CARTER.TM3000 SPECIALE    +;;,00;;;;
D4A12200610;GR.CARTER.TF1000 LEGS        +;;502,33;;;;
D4A12200611;STGR.CARTER DX;;204,38;;;;
D4A12200612;STGR.CARTER SX;;204,49;;;;
D4A12200710;GR.CARTER TM500 GAMBE +;;,00;;;;
D4A12200711;STGR.CARTERATURA CENTRALE;;957,18;;;;
D4A30000000;RAGGR.GESTIONE TEMPERATURA;;,00;;;;
D4A30100000;FAM.VAPORE;;,00;;;;
D4A30100110;GR.VAPORE TM25/50 SPEC.ASME;;147,10;;;;
D4A30100111;STGR.COPERTURA GR.VAPORE;;139,27;;;;
D4A30100112;STGR.IMP.VAPORE;;7,83;;;;
D4A30100210;GR.VAPORE TM10;;98,74;;;;
D4A30100211;STGR.IMP.VAPORE;;98,74;;;;
D4A30100310;GR.VAPORE TM10 ASME;;98,74;;;;
